GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09
1400000US36081037300,36081037300,"Census Tract 373, Queens County, New York",741,57,510,88,277,67,233,64,71,51,162,57,231,82,169,75,62,44
1400000US36081037500,36081037500,"Census Tract 375, Queens County, New York",863,80,672,100,460,102,212,81,120,62,92,60,191,85,112,72,79,50
1400000US36081037600,36081037600,"Census Tract 376, Queens County, New York",1855,108,1604,139,819,151,785,147,56,39,729,149,251,109,220,104,31,30
1400000US36081037700,36081037700,"Census Tract 377, Queens County, New York",860,95,635,110,320,81,315,101,193,87,122,62,225,88,149,75,76,46
1400000US36081037900,36081037900,"Census Tract 379, Queens County, New York",1357,104,1119,141,569,148,550,123,257,111,293,97,238,104,143,82,95,68
1400000US36081038100,36081038100,"Census Tract 381, Queens County, New York",1539,119,1060,158,442,121,618,131,277,105,341,118,479,123,270,97,209,76
1400000US36081038301,36081038301,"Census Tract 383.01, Queens County, New York",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1400000US36081038302,36081038302,"Census Tract 383.02, Queens County, New York",9,15,9,15,9,15,0,12,0,12,0,12,0,12,0,12,0,12
1400000US36081038400,36081038400,"Census Tract 384, Queens County, New York",677,77,529,90,361,91,168,62,20,24,148,60,148,62,144,61,4,8
1400000US36081039400,36081039400,"Census Tract 394, Queens County, New York",916,73,740,83,263,71,477,83,125,68,352,93,176,59,129,53,47,42
1400000US36081039800,36081039800,"Census Tract 398, Queens County, New York",528,35,358,76,164,61,194,64,95,51,99,54,170,75,105,53,65,64
1400000US36081039900,36081039900,"Census Tract 399, Queens County, New York",956,104,819,124,513,115,306,105,185,88,121,64,137,81,63,50,74,64
1400000US36081040000,36081040000,"Census Tract 400, Queens County, New York",403,55,277,73,156,58,121,65,36,34,85,55,126,51,112,49,14,16
1400000US36081040100,36081040100,"Census Tract 401, Queens County, New York",1710,116,1327,161,807,146,520,158,330,137,190,102,383,122,193,99,190,128
1400000US36081040200,36081040200,"Census Tract 402, Queens County, New York",408,45,313,53,112,74,201,45,8,11,193,46,95,36,72,32,23,20
1400000US36081040300,36081040300,"Census Tract 403, Queens County, New York",1681,83,1384,131,897,155,487,123,240,93,247,97,297,104,92,63,205,95
1400000US36081040400,36081040400,"Census Tract 404, Queens County, New York",1265,85,881,129,498,108,383,105,34,29,349,98,384,109,305,89,79,64
1400000US36081040500,36081040500,"Census Tract 405, Queens County, New York",786,56,623,83,302,75,321,91,198,82,123,63,163,65,76,45,87,56
1400000US36081040700,36081040700,"Census Tract 407, Queens County, New York",1783,135,1362,175,572,124,790,175,342,128,448,148,421,139,301,111,120,86
1400000US36081040900,36081040900,"Census Tract 409, Queens County, New York",1209,74,950,108,493,124,457,123,226,93,231,95,259,97,182,80,77,55
1400000US36081041100,36081041100,"Census Tract 411, Queens County, New York",888,86,724,95,345,112,379,99,155,80,224,90,164,74,38,35,126,65
1400000US36081041300,36081041300,"Census Tract 413, Queens County, New York",1019,98,849,112,585,119,264,93,131,77,133,83,170,86,117,73,53,52
1400000US36081041400,36081041400,"Census Tract 414, Queens County, New York",1133,122,834,141,248,109,586,114,90,64,496,108,299,95,220,72,79,58
1400000US36081041500,36081041500,"Census Tract 415, Queens County, New York",1074,84,871,113,426,107,445,131,193,102,252,100,203,91,167,84,36,40
1400000US36081042400,36081042400,"Census Tract 424, Queens County, New York",724,66,518,90,224,72,294,96,69,43,225,85,206,69,183,60,23,23
1400000US36081042600,36081042600,"Census Tract 426, Queens County, New York",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1400000US36081042700,36081042700,"Census Tract 427, Queens County, New York",1238,75,933,131,548,119,385,109,143,72,242,91,305,105,144,70,161,95
1400000US36081043200,36081043200,"Census Tract 432, Queens County, New York",412,29,325,53,172,55,153,52,38,30,115,52,87,43,87,43,0,12
1400000US36081043400,36081043400,"Census Tract 434, Queens County, New York",457,62,347,65,133,81,214,72,38,45,176,69,110,58,101,55,9,15
1400000US36081043701,36081043701,"Census Tract 437.01, Queens County, New York",834,72,734,103,420,108,314,118,135,106,179,82,100,71,83,69,17,23
1400000US36081043702,36081043702,"Census Tract 437.02, Queens County, New York",2076,147,1321,191,633,190,688,200,172,128,516,167,755,162,604,151,151,92
1400000US36081043900,36081043900,"Census Tract 439, Queens County, New York",1109,94,853,129,491,105,362,109,168,85,194,82,256,105,180,100,76,61
1400000US36081044000,36081044000,"Census Tract 440, Queens County, New York",1073,114,905,129,388,105,517,116,104,67,413,104,168,71,69,41,99,61
1400000US36081044301,36081044301,"Census Tract 443.01, Queens County, New York",1405,123,779,164,365,114,414,128,99,73,315,106,626,138,595,139,31,48
1400000US36081044302,36081044302,"Census Tract 443.02, Queens County, New York",1328,142,1171,159,736,187,435,160,158,94,277,118,157,88,130,78,27,45
1400000US36081044400,36081044400,"Census Tract 444, Queens County, New York",870,73,572,81,398,87,174,67,57,44,117,55,298,62,281,61,17,17
1400000US36081044601,36081044601,"Census Tract 446.01, Queens County, New York",1155,73,763,103,479,105,284,112,65,56,219,96,392,102,292,95,100,63
1400000US36081044602,36081044602,"Census Tract 446.02, Queens County, New York",1363,80,928,117,448,94,480,111,182,74,298,98,435,95,293,91,142,73
1400000US36081044800,36081044800,"Census Tract 448, Queens County, New York",795,65,657,85,408,107,249,111,79,64,170,79,138,72,127,71,11,12
1400000US36081045000,36081045000,"Census Tract 450, Queens County, New York",547,74,437,75,291,59,146,58,52,46,94,41,110,47,79,37,31,44
1400000US36081045200,36081045200,"Census Tract 452, Queens County, New York",179,60,122,49,85,55,37,26,15,19,22,18,57,48,30,26,27,42
1400000US36081045400,36081045400,"Census Tract 454, Queens County, New York",1482,93,948,136,697,148,251,111,105,81,146,72,534,129,458,115,76,58
1400000US36081045500,36081045500,"Census Tract 455, Queens County, New York",4574,112,3193,294,1432,293,1761,319,353,176,1408,286,1381,279,1203,261,178,114
1400000US36081045600,36081045600,"Census Tract 456, Queens County, New York",376,30,298,42,271,43,27,27,3,5,24,27,78,38,28,19,50,33
1400000US36081045700,36081045700,"Census Tract 457, Queens County, New York",991,119,690,136,482,127,208,72,46,33,162,65,301,101,160,67,141,81
1400000US36081045800,36081045800,"Census Tract 458, Queens County, New York",667,43,570,56,464,63,106,45,15,23,91,40,97,40,67,32,30,26
1400000US36081045900,36081045900,"Census Tract 459, Queens County, New York",1140,80,939,111,537,116,402,120,214,89,188,85,201,85,87,57,114,64
1400000US36081046000,36081046000,"Census Tract 460, Queens County, New York",1923,101,1427,162,970,148,457,146,95,69,362,114,496,131,429,127,67,57
1400000US36081046100,36081046100,"Census Tract 461, Queens County, New York",852,72,651,92,418,97,233,85,137,72,96,50,201,77,96,61,105,66
1400000US36081046200,36081046200,"Census Tract 462, Queens County, New York",2119,132,1652,179,919,196,733,195,336,163,397,143,467,159,388,159,79,59
1400000US36081046300,36081046300,"Census Tract 463, Queens County, New York",1019,82,777,110,497,110,280,98,125,75,155,72,242,91,187,78,55,49
1400000US36081046400,36081046400,"Census Tract 464, Queens County, New York",551,50,380,62,275,63,105,51,37,28,68,40,171,60,171,60,0,12
1400000US36081046500,36081046500,"Census Tract 465, Queens County, New York",1035,79,693,95,416,88,277,89,183,73,94,66,342,93,219,73,123,64
1400000US36081046600,36081046600,"Census Tract 466, Queens County, New York",1372,80,695,119,441,115,254,81,32,32,222,80,677,108,557,110,120,63
1400000US36081046700,36081046700,"Census Tract 467, Queens County, New York",2044,131,1440,181,902,151,538,152,253,135,285,140,604,173,445,145,159,93
1400000US36081046800,36081046800,"Census Tract 468, Queens County, New York",1167,68,884,99,520,103,364,101,156,81,208,82,283,106,212,93,71,48
1400000US36081046900,36081046900,"Census Tract 469, Queens County, New York",2679,141,1973,196,945,203,1028,215,521,159,507,181,706,164,434,133,272,130
1400000US36081047000,36081047000,"Census Tract 470, Queens County, New York",891,72,796,81,542,113,254,95,100,53,154,77,95,53,69,49,26,29
1400000US36081047100,36081047100,"Census Tract 471, Queens County, New York",1420,76,914,128,712,134,202,100,40,40,162,99,506,128,320,113,186,93
1400000US36081047200,36081047200,"Census Tract 472, Queens County, New York",1305,67,793,122,521,111,272,110,74,71,198,101,512,120,470,128,42,46
1400000US36081047300,36081047300,"Census Tract 473, Queens County, New York",1439,124,825,127,585,115,240,83,62,56,178,61,614,150,494,135,120,86
1400000US36081047500,36081047500,"Census Tract 475, Queens County, New York",1569,104,1045,158,825,164,220,87,43,30,177,84,524,144,347,114,177,109
1400000US36081047600,36081047600,"Census Tract 476, Queens County, New York",475,16,368,57,294,58,74,33,35,21,39,33,107,58,102,58,5,7
1400000US36081047800,36081047800,"Census Tract 478, Queens County, New York",2249,98,1565,166,991,190,574,215,38,43,536,211,684,159,666,157,18,29
1400000US36081047900,36081047900,"Census Tract 479, Queens County, New York",1877,89,1568,122,1297,124,271,102,125,72,146,91,309,97,257,94,52,33
1400000US36081048000,36081048000,"Census Tract 480, Queens County, New York",688,70,608,65,440,73,168,84,84,61,84,55,80,39,64,37,16,19
1400000US36081048100,36081048100,"Census Tract 481, Queens County, New York",2165,138,1345,182,779,201,566,171,241,115,325,155,820,179,576,167,244,105
1400000US36081048200,36081048200,"Census Tract 482, Queens County, New York",405,34,356,42,237,56,119,43,28,30,91,37,49,31,49,31,0,12
1400000US36081048300,36081048300,"Census Tract 483, Queens County, New York",1179,94,892,107,610,102,282,87,90,57,192,83,287,98,230,88,57,45
1400000US36081048400,36081048400,"Census Tract 484, Queens County, New York",1530,92,1108,106,734,119,374,107,159,87,215,92,422,107,326,87,96,82
1400000US36081048500,36081048500,"Census Tract 485, Queens County, New York",1508,107,1144,126,893,142,251,115,143,91,108,66,364,121,187,71,177,109
1400000US36081048900,36081048900,"Census Tract 489, Queens County, New York",479,41,340,65,309,62,31,20,13,12,18,16,139,65,111,54,28,43
1400000US36081049200,36081049200,"Census Tract 492, Queens County, New York",1762,82,1018,141,604,122,414,137,109,84,305,111,744,149,654,145,90,71
1400000US36081049301,36081049301,"Census Tract 493.01, Queens County, New York",730,74,453,86,410,78,43,32,5,7,38,30,277,87,263,87,14,21
1400000US36081049302,36081049302,"Census Tract 493.02, Queens County, New York",815,101,476,119,369,112,107,49,15,17,92,51,339,100,292,96,47,40
1400000US36081049500,36081049500,"Census Tract 495, Queens County, New York",528,47,386,61,250,61,136,45,58,49,78,38,142,45,129,45,13,14
1400000US36081049600,36081049600,"Census Tract 496, Queens County, New York",885,46,742,86,476,72,266,78,75,47,191,71,143,68,97,53,46,48
1400000US36081049700,36081049700,"Census Tract 497, Queens County, New York",998,68,646,105,399,109,247,88,121,70,126,62,352,101,318,101,34,31
1400000US36081049900,36081049900,"Census Tract 499, Queens County, New York",1626,92,1265,140,954,130,311,107,158,88,153,74,361,120,311,112,50,45
1400000US36081050000,36081050000,"Census Tract 500, Queens County, New York",1399,110,934,142,321,110,613,141,58,37,555,142,465,143,464,141,1,22
1400000US36081050201,36081050201,"Census Tract 502.01, Queens County, New York",423,42,327,54,159,55,168,62,30,26,138,57,96,48,96,48,0,12
1400000US36081050202,36081050202,"Census Tract 502.02, Queens County, New York",373,38,329,44,203,50,126,54,52,36,74,42,44,28,44,28,0,12
1400000US36081050400,36081050400,"Census Tract 504, Queens County, New York",567,33,421,69,296,61,125,47,35,29,90,42,146,65,112,54,34,39
1400000US36081050500,36081050500,"Census Tract 505, Queens County, New York",598,72,398,90,288,83,110,53,46,30,64,43,200,68,139,58,61,40
1400000US36081050600,36081050600,"Census Tract 506, Queens County, New York",486,32,350,69,236,83,114,54,19,18,95,52,136,76,109,68,27,41
1400000US36081050700,36081050700,"Census Tract 507, Queens County, New York",1362,85,953,119,772,135,181,73,47,33,134,67,409,110,374,106,35,28
1400000US36081050800,36081050800,"Census Tract 508, Queens County, New York",539,56,423,79,183,66,240,70,35,28,205,66,116,61,108,60,8,13
1400000US36081051000,36081051000,"Census Tract 510, Queens County, New York",439,71,394,68,209,69,185,78,51,48,134,66,45,28,45,28,0,12
1400000US36081051100,36081051100,"Census Tract 511, Queens County, New York",813,51,477,83,338,72,139,61,49,53,90,44,336,79,301,79,35,25
1400000US36081051200,36081051200,"Census Tract 512, Queens County, New York",793,32,666,63,351,70,315,78,49,39,266,76,127,54,127,54,0,12
1400000US36081051300,36081051300,"Census Tract 513, Queens County, New York",769,65,458,86,368,80,90,47,50,40,40,30,311,84,285,86,26,35
1400000US36081051500,36081051500,"Census Tract 515, Queens County, New York",1099,83,660,93,516,87,144,67,15,17,129,65,439,103,417,105,22,26
1400000US36081051600,36081051600,"Census Tract 516, Queens County, New York",527,77,431,76,227,55,204,70,0,12,204,70,96,43,76,47,20,18
1400000US36081051700,36081051700,"Census Tract 517, Queens County, New York",748,68,482,92,279,85,203,72,69,48,134,61,266,80,245,81,21,16
1400000US36081051800,36081051800,"Census Tract 518, Queens County, New York",623,34,539,44,263,66,276,73,51,39,225,77,84,35,81,34,3,6
1400000US36081052000,36081052000,"Census Tract 520, Queens County, New York",503,22,464,42,260,74,204,69,53,42,151,68,39,37,20,17,19,32
1400000US36081052100,36081052100,"Census Tract 521, Queens County, New York",653,66,364,74,334,73,30,18,15,11,15,13,289,70,258,72,31,40
1400000US36081052200,36081052200,"Census Tract 522, Queens County, New York",555,29,433,58,240,62,193,67,78,45,115,59,122,53,122,53,0,12
1400000US36081052400,36081052400,"Census Tract 524, Queens County, New York",604,33,435,71,180,72,255,68,29,28,226,68,169,69,126,55,43,49
1400000US36081052500,36081052500,"Census Tract 525, Queens County, New York",701,54,458,81,289,69,169,59,79,45,90,46,243,77,234,78,9,10
1400000US36081052600,36081052600,"Census Tract 526, Queens County, New York",508,64,393,72,91,45,302,78,84,54,218,67,115,51,99,48,16,18
1400000US36081052800,36081052800,"Census Tract 528, Queens County, New York",427,47,327,61,182,53,145,53,23,22,122,49,100,46,88,44,12,15
1400000US36081053000,36081053000,"Census Tract 530, Queens County, New York",697,47,540,63,180,64,360,75,60,43,300,79,157,74,157,74,0,12
1400000US36081053100,36081053100,"Census Tract 531, Queens County, New York",1235,105,733,125,476,108,257,111,68,58,189,99,502,106,418,106,84,54
1400000US36081053200,36081053200,"Census Tract 532, Queens County, New York",551,55,362,74,199,58,163,62,24,26,139,60,189,68,148,65,41,34
1400000US36081053401,36081053401,"Census Tract 534.01, Queens County, New York",654,23,542,66,232,72,310,86,63,49,247,82,112,59,112,59,0,12
1400000US36081053500,36081053500,"Census Tract 535, Queens County, New York",358,47,323,47,197,52,126,58,21,25,105,56,35,31,31,30,4,6
1400000US36081053601,36081053601,"Census Tract 536.01, Queens County, New York",536,27,416,52,256,60,160,55,85,61,75,55,120,57,120,57,0,12
1400000US36081053800,36081053800,"Census Tract 538, Queens County, New York",429,43,366,60,193,58,173,56,42,37,131,50,63,41,47,35,16,18
1400000US36081053900,36081053900,"Census Tract 539, Queens County, New York",1457,75,1031,129,680,136,351,105,32,37,319,102,426,120,328,102,98,67
1400000US36081054000,36081054000,"Census Tract 540, Queens County, New York",1196,85,945,113,454,114,491,104,114,69,377,91,251,101,180,81,71,65
1400000US36081054200,36081054200,"Census Tract 542, Queens County, New York",1452,81,1347,98,908,122,439,123,172,79,267,112,105,60,99,60,6,9
1400000US36081054500,36081054500,"Census Tract 545, Queens County, New York",1280,59,871,123,455,115,416,112,179,88,237,95,409,112,242,97,167,86
1400000US36081054700,36081054700,"Census Tract 547, Queens County, New York",1307,95,995,115,424,92,571,131,165,79,406,122,312,105,194,79,118,76
1400000US36081054800,36081054800,"Census Tract 548, Queens County, New York",647,45,613,49,474,56,139,55,22,20,117,52,34,25,30,24,4,7
1400000US36081054900,36081054900,"Census Tract 549, Queens County, New York",1701,71,1264,120,628,129,636,127,173,84,463,119,437,111,323,103,114,50
1400000US36081055100,36081055100,"Census Tract 551, Queens County, New York",1669,84,1226,150,584,135,642,145,249,100,393,111,443,124,332,100,111,70
1400000US36081055200,36081055200,"Census Tract 552, Queens County, New York",1067,48,802,109,550,116,252,82,17,19,235,84,265,100,232,91,33,38
1400000US36081055300,36081055300,"Census Tract 553, Queens County, New York",805,63,531,99,310,91,221,78,40,27,181,78,274,88,220,91,54,41
1400000US36081055400,36081055400,"Census Tract 554, Queens County, New York",791,41,609,67,506,82,103,53,19,21,84,53,182,62,156,61,26,21
1400000US36081055500,36081055500,"Census Tract 555, Queens County, New York",681,56,471,74,272,61,199,59,15,17,184,60,210,68,125,55,85,46
1400000US36081055600,36081055600,"Census Tract 556, Queens County, New York",685,25,642,36,526,56,116,46,54,28,62,33,43,29,31,26,12,13
1400000US36081055700,36081055700,"Census Tract 557, Queens County, New York",1281,104,955,118,572,124,383,115,44,41,339,115,326,103,237,84,89,62
1400000US36081055800,36081055800,"Census Tract 558, Queens County, New York",544,33,466,67,378,68,88,55,34,38,54,39,78,40,65,39,13,20
1400000US36081055900,36081055900,"Census Tract 559, Queens County, New York",436,46,324,55,174,64,150,65,57,48,93,52,112,60,100,57,12,19
1400000US36081056000,36081056000,"Census Tract 560, Queens County, New York",486,39,409,52,308,56,101,59,19,24,82,54,77,46,77,46,0,12
1400000US36081056100,36081056100,"Census Tract 561, Queens County, New York",52,26,38,26,28,20,10,16,0,12,10,16,14,15,4,5,10,14
1400000US36081056200,36081056200,"Census Tract 562, Queens County, New York",462,41,429,50,262,90,167,81,56,60,111,65,33,22,33,22,0,12
1400000US36081056400,36081056400,"Census Tract 564, Queens County, New York",557,37,432,63,334,69,98,54,25,38,73,42,125,59,90,47,35,42
1400000US36081056500,36081056500,"Census Tract 565, Queens County, New York",432,60,357,67,241,70,116,54,26,28,90,48,75,44,43,28,32,32
1400000US36081056600,36081056600,"Census Tract 566, Queens County, New York",443,51,438,51,322,70,116,74,73,69,43,29,5,7,5,7,0,12
1400000US36081056700,36081056700,"Census Tract 567, Queens County, New York",1453,119,1126,133,767,117,359,117,118,85,241,98,327,97,299,94,28,34
1400000US36081056800,36081056800,"Census Tract 568, Queens County, New York",1462,88,1143,117,668,131,475,121,155,76,320,106,319,108,247,104,72,59
1400000US36081057700,36081057700,"Census Tract 577, Queens County, New York",1382,101,1063,118,648,133,415,130,173,112,242,82,319,83,220,72,99,68
1400000US36081057900,36081057900,"Census Tract 579, Queens County, New York",563,56,315,52,162,56,153,49,26,24,127,44,248,64,243,64,5,7
1400000US36081058000,36081058000,"Census Tract 580, Queens County, New York",1109,76,860,114,591,129,269,89,47,32,222,84,249,90,152,78,97,69
1400000US36081058100,36081058100,"Census Tract 581, Queens County, New York",1027,65,687,100,495,115,192,87,31,38,161,77,340,90,316,91,24,21
1400000US36081058200,36081058200,"Census Tract 582, Queens County, New York",1427,62,1205,99,627,111,578,135,165,80,413,109,222,84,134,68,88,55
1400000US36081058300,36081058300,"Census Tract 583, Queens County, New York",1135,113,895,115,528,140,367,84,84,47,283,82,240,92,185,74,55,43
1400000US36081058500,36081058500,"Census Tract 585, Queens County, New York",1445,105,1155,145,736,130,419,140,131,87,288,117,290,104,232,88,58,53
1400000US36081058700,36081058700,"Census Tract 587, Queens County, New York",1301,89,808,132,491,108,317,114,51,43,266,102,493,118,409,109,84,76
1400000US36081058900,36081058900,"Census Tract 589, Queens County, New York",1560,70,944,120,625,124,319,91,47,36,272,87,616,103,409,98,207,72
1400000US36081059000,36081059000,"Census Tract 590, Queens County, New York",409,31,311,44,216,60,95,48,51,35,44,37,98,57,69,53,29,30
1400000US36081059100,36081059100,"Census Tract 591, Queens County, New York",1907,134,1348,203,817,206,531,147,122,86,409,132,559,148,498,140,61,58
1400000US36081059200,36081059200,"Census Tract 592, Queens County, New York",417,37,321,53,145,67,176,55,33,29,143,61,96,39,88,41,8,12
1400000US36081059300,36081059300,"Census Tract 593, Queens County, New York",1460,98,942,124,738,122,204,71,76,54,128,55,518,102,439,95,79,46
1400000US36081059400,36081059400,"Census Tract 594, Queens County, New York",515,44,431,60,241,73,190,64,94,39,96,51,84,51,84,51,0,12
1400000US36081059500,36081059500,"Census Tract 595, Queens County, New York",1593,87,1038,131,652,123,386,120,90,56,296,103,555,127,506,131,49,46
1400000US36081059600,36081059600,"Census Tract 596, Queens County, New York",500,14,340,67,253,63,87,62,34,49,53,33,160,67,127,66,33,53
1400000US36081059800,36081059800,"Census Tract 598, Queens County, New York",548,50,396,60,317,61,79,43,0,12,79,43,152,61,130,60,22,20
1400000US36081059900,36081059900,"Census Tract 599, Queens County, New York",610,25,297,61,189,62,108,49,59,47,49,33,313,60,281,61,32,23
1400000US36081060000,36081060000,"Census Tract 600, Queens County, New York",383,24,270,50,116,46,154,56,58,48,96,44,113,51,113,51,0,12
1400000US36081060100,36081060100,"Census Tract 601, Queens County, New York",803,48,527,72,310,80,217,60,94,49,123,48,276,69,249,69,27,24
1400000US36081060300,36081060300,"Census Tract 603, Queens County, New York",720,33,517,76,395,83,122,53,53,41,69,43,203,78,198,77,5,8
1400000US36081060600,36081060600,"Census Tract 606, Queens County, New York",459,30,342,45,212,64,130,56,42,45,88,46,117,45,102,41,15,22
1400000US36081060701,36081060701,"Census Tract 607.01, Queens County, New York",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1400000US36081060800,36081060800,"Census Tract 608, Queens County, New York",458,45,339,54,175,46,164,50,71,46,93,40,119,52,107,56,12,19
1400000US36081061000,36081061000,"Census Tract 610, Queens County, New York",433,32,402,35,223,67,179,65,27,22,152,59,31,22,16,16,15,16
1400000US36081061200,36081061200,"Census Tract 612, Queens County, New York",506,34,434,48,332,54,102,40,10,12,92,38,72,40,66,41,6,11
1400000US36081061301,36081061301,"Census Tract 613.01, Queens County, New York",2026,80,1400,162,967,168,433,149,54,48,379,146,626,143,496,114,130,84
1400000US36081061302,36081061302,"Census Tract 613.02, Queens County, New York",3,6,3,6,3,6,0,12,0,12,0,12,0,12,0,12,0,12
1400000US36081061400,36081061400,"Census Tract 614, Queens County, New York",370,38,302,53,235,61,67,42,17,19,50,41,68,41,64,42,4,6
1400000US36081061601,36081061601,"Census Tract 616.01, Queens County, New York",673,50,577,59,438,62,139,63,8,9,131,63,96,44,65,35,31,34
1400000US36081061602,36081061602,"Census Tract 616.02, Queens County, New York",398,23,315,39,193,54,122,57,35,31,87,46,83,40,76,41,7,8
1400000US36081061800,36081061800,"Census Tract 618, Queens County, New York",724,45,309,67,163,50,146,61,32,33,114,53,415,72,389,72,26,21
1400000US36081061900,36081061900,"Census Tract 619, Queens County, New York",1014,95,697,124,447,125,250,105,139,88,111,65,317,103,292,101,25,22
1400000US36081062000,36081062000,"Census Tract 620, Queens County, New York",451,55,409,54,251,48,158,57,24,24,134,56,42,24,42,24,0,12
1400000US36081062100,36081062100,"Census Tract 621, Queens County, New York",1002,75,702,94,438,103,264,87,14,15,250,85,300,75,233,73,67,50
1400000US36081062200,36081062200,"Census Tract 622, Queens County, New York",644,35,468,60,254,61,214,58,37,27,177,50,176,54,176,54,0,12
1400000US36081062300,36081062300,"Census Tract 623, Queens County, New York",771,45,510,89,389,85,121,60,34,31,87,50,261,90,227,84,34,23
1400000US36081062400,36081062400,"Census Tract 624, Queens County, New York",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1400000US36081062500,36081062500,"Census Tract 625, Queens County, New York",977,41,605,88,406,92,199,80,75,52,124,69,372,89,324,96,48,27
1400000US36081062600,36081062600,"Census Tract 626, Queens County, New York",919,36,714,80,407,78,307,85,65,49,242,78,205,75,182,76,23,24
1400000US36081062700,36081062700,"Census Tract 627, Queens County, New York",913,92,688,104,464,91,224,89,33,42,191,80,225,80,172,74,53,39
1400000US36081062900,36081062900,"Census Tract 629, Queens County, New York",1048,68,742,96,471,83,271,110,62,53,209,92,306,89,255,80,51,39
1400000US36081063000,36081063000,"Census Tract 630, Queens County, New York",525,45,464,60,259,72,205,68,26,24,179,66,61,35,48,33,13,13
1400000US36081063200,36081063200,"Census Tract 632, Queens County, New York",615,59,419,77,226,67,193,57,20,26,173,55,196,59,176,58,20,18
1400000US36081063301,36081063301,"Census Tract 633.01, Queens County, New York",480,87,289,82,219,67,70,55,5,8,65,53,191,76,185,75,6,9
1400000US36081063302,36081063302,"Census Tract 633.02, Queens County, New York",585,50,429,69,297,66,132,61,15,16,117,66,156,59,144,52,12,22
1400000US36081063500,36081063500,"Census Tract 635, Queens County, New York",803,93,605,101,481,100,124,64,39,29,85,57,198,70,185,69,13,14
1400000US36081063700,36081063700,"Census Tract 637, Queens County, New York",1088,88,727,130,561,101,166,85,10,15,156,83,361,128,323,126,38,60
1400000US36081063800,36081063800,"Census Tract 638, Queens County, New York",1089,39,926,76,536,117,390,107,93,66,297,111,163,69,146,66,17,13
1400000US36081063900,36081063900,"Census Tract 639, Queens County, New York",993,85,574,99,494,95,80,37,6,9,74,38,419,106,374,100,45,49
1400000US36081064101,36081064101,"Census Tract 641.01, Queens County, New York",883,71,555,81,482,83,73,34,23,22,50,26,328,73,324,72,4,7
1400000US36081064102,36081064102,"Census Tract 641.02, Queens County, New York",73,28,25,28,25,28,0,12,0,12,0,12,48,23,48,23,0,12
1400000US36081064500,36081064500,"Census Tract 645, Queens County, New York",757,46,531,71,436,69,95,43,12,11,83,43,226,67,167,62,59,42
1400000US36081064600,36081064600,"Census Tract 646, Queens County, New York",915,75,673,90,377,90,296,91,30,31,266,90,242,81,187,62,55,57
1400000US36081065000,36081065000,"Census Tract 650, Queens County, New York",894,53,760,72,480,100,280,82,48,31,232,79,134,58,118,55,16,18
1400000US36081065400,36081065400,"Census Tract 654, Queens County, New York",897,52,756,61,431,74,325,76,37,31,288,73,141,54,129,55,12,20
1400000US36081065501,36081065501,"Census Tract 655.01, Queens County, New York",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1400000US36081065600,36081065600,"Census Tract 656, Queens County, New York",1449,91,1159,128,599,136,560,143,111,83,449,136,290,106,285,107,5,9
1400000US36081065702,36081065702,"Census Tract 657.02, Queens County, New York",682,54,395,83,353,76,42,28,10,10,32,25,287,89,259,84,28,28
1400000US36081065703,36081065703,"Census Tract 657.03, Queens County, New York",1041,68,677,97,524,101,153,65,40,32,113,63,364,90,355,90,9,14
1400000US36081065900,36081065900,"Census Tract 659, Queens County, New York",733,47,477,98,376,97,101,63,14,15,87,58,256,83,216,77,40,46
1400000US36081066000,36081066000,"Census Tract 660, Queens County, New York",1004,54,819,87,392,112,427,112,0,12,427,112,185,88,164,84,21,33
1400000US36081066100,36081066100,"Census Tract 661, Queens County, New York",602,66,405,73,308,76,97,53,56,45,41,21,197,73,164,66,33,44
1400000US36081066300,36081066300,"Census Tract 663, Queens County, New York",950,64,653,90,485,74,168,69,35,33,133,60,297,94,238,89,59,48
1400000US36081066400,36081066400,"Census Tract 664, Queens County, New York",3147,99,2624,199,1267,221,1357,200,292,173,1065,203,523,176,506,171,17,28
1400000US36081066501,36081066501,"Census Tract 665.01, Queens County, New York",1407,85,924,119,859,121,65,41,31,28,34,27,483,113,475,110,8,13
1400000US36081066701,36081066701,"Census Tract 667.01, Queens County, New York",1025,64,656,94,588,100,68,43,27,32,41,27,369,90,329,88,40,28
1400000US36081066900,36081066900,"Census Tract 669, Queens County, New York",659,52,475,68,393,70,82,56,28,31,54,39,184,60,160,53,24,38
1400000US36081067100,36081067100,"Census Tract 671, Queens County, New York",819,46,597,61,512,61,85,41,16,20,69,36,222,61,212,63,10,11
1400000US36081067700,36081067700,"Census Tract 677, Queens County, New York",712,30,559,51,495,60,64,37,22,20,42,35,153,48,137,46,16,18
