Unique Key	Created Date	Closed Date	Agency	Agency Name	Complaint Type	Descriptor	Location Type	Incident Zip	Incident Address	Street Name	Cross Street 1	Cross Street 2	Intersection Street 1	Intersection Street 2	Address Type	City	Facility Type	Status	Due Date	Resolution Action Updated Date	Community Board	Borough	Latitude	Longitude
26025948	07/29/2013 10:05:33 AM		DOHMH	Department of Health and Mental Hygiene	Food Poisoning	3 or More	Restaurant/Bar/Deli/Bakery	10013	197 GRAND STREET	GRAND STREET	MULBERRY STREET	MOTT STREET			ADDRESS	NEW YORK	N/A	Open	09/12/2013 10:05:33 AM	07/29/2013 12:42:51 PM	02 MANHATTAN	MANHATTAN	40.7191794705	-73.9968939512
26021557	07/28/2013 09:46:08 PM		DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	11372	37-11 73 STREET	73 STREET	37 AVENUE	37 ROAD			ADDRESS	JACKSON HEIGHTS	N/A	Open	09/11/2013 09:46:08 PM	07/29/2013 04:41:26 PM	03 QUEENS	QUEENS	40.7484818665	-73.8926299443
26012937	07/28/2013 07:20:34 PM	08/02/2013 11:10:43 AM	DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Other (Explain Below)	11209					86 STREET	4 AVENUE	INTERSECTION	BROOKLYN	N/A	Closed	08/11/2013 07:20:34 PM	08/02/2013 11:09:55 AM	10 BROOKLYN	BROOKLYN	40.6227987017	-74.0283499487
26012751	07/28/2013 02:08:14 PM		DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	11217	175 4 AVENUE	4 AVENUE	DE GRAW STREET	SACKETT STREET			ADDRESS	BROOKLYN	N/A	Open	09/11/2013 02:08:14 PM	07/29/2013 04:27:28 PM	06 BROOKLYN	BROOKLYN	40.6785281529	-73.9822763901
26017082	07/28/2013 12:32:54 PM	07/29/2013 04:25:39 PM	DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	11214	1863 86 STREET	86 STREET	BAY 20 STREET	19 AVENUE			ADDRESS	BROOKLYN	N/A	Closed	08/11/2013 12:32:54 PM	07/29/2013 04:24:39 PM	11 BROOKLYN	BROOKLYN	40.6062785367	-74.0010119904
26012708	07/28/2013 12:05:02 PM		DOHMH	Department of Health and Mental Hygiene	Food Poisoning	3 or More	Other (Explain Below)	10452	1260 SEDGEWICK AVENUE	SEDGEWICK AVENUE	WEST 167 STREET	DEPOT PLACE			ADDRESS	BRONX	N/A	Open	09/11/2013 12:05:02 PM	07/29/2013 03:27:57 PM	04 BRONX	BRONX	40.8400520063	-73.9285828631
26008360	07/28/2013 11:29:08 AM		DOHMH	Department of Health and Mental Hygiene	Food Poisoning	3 or More	Restaurant/Bar/Deli/Bakery	11377	60-25 ROOSEVELT AVENUE	ROOSEVELT AVENUE	60 STREET	61 STREET			ADDRESS	WOODSIDE	N/A	Open	09/11/2013 11:29:08 AM	08/02/2013 11:14:20 AM	02 QUEENS	QUEENS	40.7455221767	-73.9041110757
26025925	07/28/2013 02:40:31 AM		DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	10019	501W WEST 51 STREET	WEST 51 STREET	10 AVENUE	11 AVENUE			ADDRESS	NEW YORK	N/A	Open	09/11/2013 02:40:31 AM	08/02/2013 11:12:08 AM	04 MANHATTAN	MANHATTAN	40.7653623679	-73.9914334905
26025690	07/27/2013 10:06:18 PM		DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	11235	1309 AVENUE Z	AVENUE Z	EAST 13 STREET	EAST 14 STREET			ADDRESS	BROOKLYN	N/A	Open	09/10/2013 10:06:18 PM	08/02/2013 12:17:08 PM	15 BROOKLYN	BROOKLYN	40.5878771495	-73.9558051268
26025708	07/27/2013 09:17:03 PM	07/29/2013 01:46:57 PM	DOHMH	Department of Health and Mental Hygiene	Food Poisoning	3 or More	Other (Explain Below)	11423	88-01 182 PLACE	182 PLACE	HILLSIDE AVENUE	DEAD END			ADDRESS	HOLLIS	N/A	Closed	08/10/2013 09:17:03 PM	07/29/2013 01:45:44 PM	12 QUEENS	QUEENS	40.7135780119	-73.7796980559
26003795	07/27/2013 02:26:45 PM		DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	10458	2537 DECATUR AVENUE	DECATUR AVENUE	EAST FORDHAM ROAD	EAST 193 STREET			ADDRESS	BRONX	N/A	Open	09/10/2013 02:26:45 PM	07/29/2013 01:42:55 PM	07 BRONX	BRONX	40.8620713795	-73.8915788983
26016863	07/27/2013 12:28:43 PM		DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	10019	60 WEST 53 STREET	WEST 53 STREET	5 AVENUE	AVENUE OF THE AMERICAS			ADDRESS	NEW YORK	N/A	Open	09/10/2013 12:28:43 PM	08/02/2013 12:18:07 PM	05 MANHATTAN	MANHATTAN	40.7614411496	-73.9782943998
26004066	07/26/2013 11:12:15 PM		DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	11355	46-45 KISSENA BOULEVARD	KISSENA BOULEVARD	KALMIA AVENUE	LABURNUM AVENUE			ADDRESS	FLUSHING	N/A	Open	09/09/2013 11:12:15 PM	07/29/2013 01:00:06 PM	07 QUEENS	QUEENS	40.7497277851	-73.8181423165
26021135	07/26/2013 06:19:57 PM		DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Food Cart Vendor	11220					8 AVENUE	61 STREET	INTERSECTION	BROOKLYN	N/A	Open	09/09/2013 06:19:57 PM	08/01/2013 04:32:23 PM	07 BROOKLYN	BROOKLYN	40.6349117586	-74.0101602752
26025460	07/26/2013 05:52:14 PM	07/29/2013 12:12:15 PM	DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery						CLEARVIEW EXPRESSWAY	NORTHERN BLVD			N/A	Closed	08/09/2013 05:52:14 PM	07/29/2013 12:11:15 PM	Unspecified QUEENS	QUEENS		
26012402	07/26/2013 05:45:47 PM		DOHMH	Department of Health and Mental Hygiene	Food Poisoning	3 or More	Restaurant/Bar/Deli/Bakery	10022	316 EAST 53 STREET	EAST 53 STREET	2 AVENUE	1 AVENUE			ADDRESS	NEW YORK	N/A	Open	09/09/2013 05:45:47 PM	08/01/2013 04:36:47 PM	06 MANHATTAN	MANHATTAN	40.7564895591	-73.9665326181
26003480	07/26/2013 04:36:16 PM	08/01/2013 04:36:11 PM	DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	11203	CHURCH AVENUE	CHURCH AVENUE	EAST 34 STREET	EAST 35 STREET			BLOCKFACE	BROOKLYN	N/A	Closed	08/09/2013 04:36:16 PM	08/01/2013 04:35:29 PM	17 BROOKLYN	BROOKLYN	40.6510330178	-73.9452401787
26025252	07/26/2013 04:35:53 PM	08/01/2013 04:31:59 PM	DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	11104					GREENPOINT AVENUE	43 STREET	INTERSECTION	SUNNYSIDE	N/A	Closed	08/09/2013 04:35:53 PM	08/01/2013 04:31:22 PM	02 QUEENS	QUEENS	40.7408915629	-73.9220022948
26016385	07/26/2013 04:10:49 PM		DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	11385	66-26 FRESH POND ROAD	FRESH POND ROAD	PALMETTO STREET	WOODBINE STREET			ADDRESS	RIDGEWOOD	N/A	Open	09/09/2013 04:10:49 PM	08/01/2013 04:34:34 PM	05 QUEENS	QUEENS	40.7082018285	-73.8978779374
26021115	07/26/2013 03:44:14 PM		DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	11217	200 FIFTH AVENUE	FIFTH AVENUE	BERKELEY PLACE	UNION STREET			ADDRESS	BROOKLYN	N/A	Open	09/09/2013 03:22:50 PM	08/01/2013 03:48:36 PM	06 BROOKLYN	BROOKLYN	40.6766778527	-73.9802940268
26025176	07/26/2013 03:22:50 PM		DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	11217	200 5 AVENUE	5 AVENUE	BERKELEY PLACE	UNION STREET			ADDRESS	BROOKLYN	N/A	Open	09/09/2013 03:22:50 PM	08/01/2013 03:48:36 PM	06 BROOKLYN	BROOKLYN	40.6766778527	-73.9802940268
26029477	07/26/2013 02:08:51 PM		DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	10022	401 PARK AVENUE	PARK AVENUE	EAST 53 STREET	EAST 54 STREET			ADDRESS	NEW YORK	N/A	Open	09/09/2013 02:08:51 PM	08/01/2013 03:28:41 PM	05 MANHATTAN	MANHATTAN	40.7595843965	-73.9722126969
26025216	07/26/2013 01:40:47 PM	07/26/2013 02:15:23 PM	DOHMH	Department of Health and Mental Hygiene	Food Poisoning	3 or More	Restaurant/Bar/Deli/Bakery	11223	2663 CONEY ISLAND AVENUE	CONEY ISLAND AVENUE	CRAWFORD AVENUE	AVENUE X			ADDRESS	BROOKLYN	N/A	Closed	08/09/2013 01:40:47 PM	07/26/2013 02:14:28 PM	15 BROOKLYN	BROOKLYN	40.591779284	-73.9606849683
26025152	07/26/2013 11:32:07 AM	08/01/2013 03:32:26 PM	DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	11377	61-10 QUEENS BOULEVARD	QUEENS BOULEVARD	61 STREET	63 STREET			ADDRESS	WOODSIDE	N/A	Closed	08/09/2013 11:32:07 AM	08/01/2013 03:31:26 PM	02 QUEENS	QUEENS	40.7413881213	-73.9035612865
26025235	07/26/2013 11:26:19 AM	08/01/2013 03:25:02 PM	DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	10023	269 COLUMBUS AVENUE	COLUMBUS AVENUE	WEST 72 STREET	WEST 73 STREET			ADDRESS	NEW YORK	N/A	Closed	08/09/2013 11:26:19 AM	08/01/2013 03:24:15 PM	07 MANHATTAN	MANHATTAN	40.7777751382	-73.9785165474
26033995	07/26/2013 11:13:21 AM		DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Food Cart Vendor	11372	78-14 ROOSEVELT AVENUE	ROOSEVELT AVENUE	78 STREET	79 STREET			ADDRESS	JACKSON HEIGHTS	N/A	Open	09/09/2013 11:13:21 AM	08/01/2013 03:22:36 PM	04 QUEENS	QUEENS	40.7472582409	-73.8874385464
26020908	07/26/2013 11:02:34 AM	08/01/2013 02:48:04 PM	DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	10001	401 7 AVENUE	7 AVENUE	WEST 32 STREET	WEST 33 STREET			ADDRESS	NEW YORK	N/A	Closed	08/09/2013 11:02:34 AM	08/01/2013 02:47:48 PM	05 MANHATTAN	MANHATTAN	40.74979418	-73.9914860206
26016199	07/26/2013 09:07:18 AM		DOHMH	Department of Health and Mental Hygiene	Food Poisoning	3 or More	Restaurant/Bar/Deli/Bakery	10010	16 WEST 22 STREET	WEST 22 STREET	5 AVENUE	AVENUE OF THE AMERICAS			ADDRESS	NEW YORK	N/A	Open	09/09/2013 09:07:18 AM	08/01/2013 02:52:26 PM	05 MANHATTAN	MANHATTAN	40.7412140471	-73.990884467
26007622	07/25/2013 10:00:16 PM		DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	11213	1394 ST JOHNS PLACE	ST JOHNS PLACE	SCHENECTADY AVENUE	UTICA AVENUE			ADDRESS	BROOKLYN	N/A	Open	09/08/2013 10:00:16 PM	07/26/2013 11:26:14 AM	08 BROOKLYN	BROOKLYN	40.6706430271	-73.9322213286
26016269	07/25/2013 09:50:31 PM	08/01/2013 02:46:58 PM	DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	11206	465 BUSHWICK AVENUE	BUSHWICK AVENUE	FLUSHING AVENUE	MONTIETH STREET			ADDRESS	BROOKLYN	N/A	Closed	08/08/2013 09:50:31 PM	08/01/2013 02:46:22 PM	04 BROOKLYN	BROOKLYN	40.7016533537	-73.9368602733
26024875	07/25/2013 06:38:29 PM	08/01/2013 02:44:47 PM	DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	10019	302 WEST 56 STREET	WEST 56 STREET	8 AVENUE	9 AVENUE			ADDRESS	NEW YORK	N/A	Closed	08/08/2013 06:38:29 PM	08/01/2013 02:43:38 PM	04 MANHATTAN	MANHATTAN	40.7662343805	-73.9838378571
26003362	07/25/2013 03:54:21 PM		DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	10012	142 MERCER STREET	MERCER STREET	PRINCE STREET	WEST HOUSTON STREET			ADDRESS	NEW YORK	N/A	Open	09/08/2013 03:54:21 PM	08/01/2013 02:41:07 PM	02 MANHATTAN	MANHATTAN	40.7248364483	-73.9984017463
26011952	07/25/2013 02:57:33 PM	07/26/2013 11:01:34 AM	DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Other (Explain Below)	10013	54 ELIZABETH STREET	ELIZABETH STREET	CANAL STREET	HESTER STREET			ADDRESS	NEW YORK	N/A	Closed	08/08/2013 02:57:33 PM	07/26/2013 11:01:33 AM	02 MANHATTAN	MANHATTAN	40.7171702974	-73.9965802027
26033332	07/25/2013 01:53:43 PM	08/01/2013 02:37:15 PM	DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Food Cart Vendor	11211					NORTH    6 STREET	BEDFORD AVENUE	INTERSECTION	BROOKLYN	N/A	Closed	08/08/2013 01:53:43 PM	08/01/2013 02:36:53 PM	01 BROOKLYN	BROOKLYN	40.7172808282	-73.9583202481
26029110	07/25/2013 01:46:34 PM		DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	11205	579 MYRTLE AVENUE	MYRTLE AVENUE	CLASSON AVENUE	TAAFFE PLACE			ADDRESS	BROOKLYN	N/A	Open	09/08/2013 01:46:34 PM	08/01/2013 02:39:12 PM	03 BROOKLYN	BROOKLYN	40.6940363412	-73.9609564354
26020534	07/25/2013 12:17:05 PM		DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	10025	2885 BROADWAY	BROADWAY	WEST 112 STREET	WEST 113 STREET			ADDRESS	NEW YORK	N/A	Open	09/08/2013 12:17:05 PM	08/01/2013 02:38:01 PM	09 MANHATTAN	MANHATTAN	40.8056502461	-73.9656337531
26024811	07/25/2013 09:34:12 AM		DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	10023	153 AMSTERDAM AVENUE	AMSTERDAM AVENUE	WEST 66 STREET	WEST 68 STREET			ADDRESS	NEW YORK	N/A	Open	09/08/2013 09:34:12 AM	07/25/2013 12:30:44 PM	07 MANHATTAN	MANHATTAN	40.7752234393	-73.9841064649
26028836	07/25/2013 12:01:21 AM		DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	11367	68-22 MAIN STREET	MAIN STREET	68 ROAD	68 DRIVE			ADDRESS	FLUSHING	N/A	Open	09/08/2013 12:01:21 AM	08/01/2013 02:35:38 PM	08 QUEENS	QUEENS	40.732536796	-73.8248536169
26024586	07/24/2013 10:22:02 PM	07/25/2013 12:37:53 PM	DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	11375					108 STREET	63 AVENUE	INTERSECTION	FOREST HILLS	N/A	Closed	08/07/2013 10:22:02 PM	07/25/2013 11:05:24 AM	06 QUEENS	QUEENS	40.7349857945	-73.85065772
26002951	07/24/2013 08:17:52 PM		DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	10033					WEST  181 STREET	BROADWAY	INTERSECTION	NEW YORK	N/A	Open	09/07/2013 08:17:52 PM	07/25/2013 11:00:38 AM	12 MANHATTAN	MANHATTAN	40.850167725	-73.9357542022
26015943	07/24/2013 08:02:20 PM	08/01/2013 02:16:37 PM	DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Other (Explain Below)	11372	34-20 JUNCTION BOULEVARD	JUNCTION BOULEVARD	34 AVENUE	34 ROAD			ADDRESS	JACKSON HEIGHTS	N/A	Closed	08/07/2013 08:02:20 PM	08/01/2013 02:15:49 PM	03 QUEENS	QUEENS	40.7544640048	-73.8724040303
26007268	07/24/2013 07:38:07 PM	08/01/2013 02:13:21 PM	DOHMH	Department of Health and Mental Hygiene	Food Poisoning	3 or More	Catering Service	10029	1389 MADISON AVENUE	MADISON AVENUE	EAST 96 STREET	EAST 97 STREET			ADDRESS	NEW YORK	N/A	Closed	08/07/2013 07:38:07 PM	08/01/2013 02:13:12 PM	11 MANHATTAN	MANHATTAN	40.787533697	-73.9539283914
26007228	07/24/2013 05:28:02 PM		DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	11219	4614 NEW UTRECHT AVENUE	NEW UTRECHT AVENUE	46 STREET	47 STREET			ADDRESS	BROOKLYN	N/A	Open	09/07/2013 05:28:02 PM	07/25/2013 10:54:47 AM	12 BROOKLYN	BROOKLYN	40.6389441662	-73.9944655583
26024601	07/24/2013 03:27:46 PM	08/01/2013 02:13:16 PM	DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Food Cart Vendor	10036					WEST   43 STREET	BROADWAY	INTERSECTION	NEW YORK	N/A	Closed	08/07/2013 03:27:46 PM	08/01/2013 02:12:18 PM	05 MANHATTAN	MANHATTAN	40.7565594568	-73.9861069796
26020186	07/24/2013 02:59:43 PM		DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Other (Explain Below)	11413	134-11 MERRICK BOULEVARD	MERRICK BOULEVARD	LONG ISLAND RAILROAD	MONTAUK STREET			ADDRESS	SPRINGFIELD GARDENS	N/A	Open	09/07/2013 02:59:43 PM	07/25/2013 10:52:54 AM	12 QUEENS	QUEENS	40.6792685425	-73.7579558038
26045776	07/24/2013 12:21:38 PM		DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	10301	40 BAY STREET	BAY STREET	BEND	SLOSSON TERRACE			ADDRESS	STATEN ISLAND	N/A	Open	09/07/2013 12:21:38 PM	07/24/2013 12:51:55 PM	01 STATEN ISLAND	STATEN ISLAND	40.641049277	-74.0757911033
26048730	07/24/2013 11:12:11 AM	07/24/2013 01:01:32 PM	DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	11230	1755 CONEY IS AVENUE	CONEY IS AVENUE	AVENUE N	AVENUE O			ADDRESS	BROOKLYN	N/A	Closed	08/07/2013 11:12:11 AM	07/24/2013 01:00:34 PM	14 BROOKLYN	BROOKLYN	40.6143862621	-73.9631965345
26050652	07/24/2013 10:34:20 AM		DOHMH	Department of Health and Mental Hygiene	Food Poisoning	3 or More	Other (Explain Below)	10453	301 WEST TREMONT AVENUE	WEST TREMONT AVENUE	METRO NORTH RAILROAD	MATTHEWSON ROAD			ADDRESS	BRONX	N/A	Open	09/05/2013 01:11:01 PM	07/23/2013 03:21:11 PM	05 BRONX	BRONX	40.8537426178	-73.9202288435
26044837	07/24/2013 10:25:21 AM		DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Other (Explain Below)	11432	89-15 165 STREET	165 STREET	89 AVENUE	JAMAICA AVENUE			ADDRESS	JAMAICA	N/A	Open	09/07/2013 10:25:21 AM	07/24/2013 01:03:01 PM	12 QUEENS	QUEENS	40.7073775793	-73.7960864859
26049685	07/24/2013 09:53:53 AM		DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Other (Explain Below)	11220	4823 4 AVENUE	4 AVENUE	48 STREET	49 STREET			ADDRESS	BROOKLYN	N/A	Open	09/07/2013 09:53:53 AM	08/01/2013 02:07:16 PM	07 BROOKLYN	BROOKLYN	40.6474113775	-74.0115856044
26046679	07/24/2013 09:16:23 AM		DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	10128	1698 2 AVENUE	2 AVENUE	EAST 87 STREET	EAST 88 STREET			ADDRESS	NEW YORK	N/A	Open	09/07/2013 09:16:23 AM	08/01/2013 02:11:36 PM	08 MANHATTAN	MANHATTAN	40.7790841327	-73.9508506693
25996714	07/23/2013 09:52:43 PM	08/01/2013 02:08:49 PM	DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Other (Explain Below)	11368	35-60 JUNCTION BOULEVARD	JUNCTION BOULEVARD	35 AVENUE	37 AVENUE			ADDRESS	CORONA	N/A	Closed	08/06/2013 09:52:43 PM	08/01/2013 02:08:35 PM	03 QUEENS	QUEENS	40.7529892074	-73.8716236318
25997561	07/23/2013 05:26:39 PM	08/01/2013 02:05:36 PM	DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	10003	311 2 AVENUE	2 AVENUE	EAST 18 STREET	EAST 19 STREET			ADDRESS	NEW YORK	N/A	Closed	08/06/2013 05:26:39 PM	08/01/2013 02:05:14 PM	06 MANHATTAN	MANHATTAN	40.7349304237	-73.9830588314
25997652	07/23/2013 02:47:22 PM	07/23/2013 03:35:26 PM	DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Other (Explain Below)	11222	952 MANHATTAN AVENUE	MANHATTAN AVENUE	JAVA STREET	INDIA STREET			ADDRESS	BROOKLYN	N/A	Closed	08/06/2013 02:47:22 PM	07/23/2013 03:35:01 PM	01 BROOKLYN	BROOKLYN	40.7318101356	-73.9545153611
25997655	07/23/2013 01:58:16 PM	07/23/2013 03:37:35 PM	DOHMH	Department of Health and Mental Hygiene	Food Poisoning	3 or More	Restaurant/Bar/Deli/Bakery	10029	1399 MADISON AVENUE	MADISON AVENUE	EAST 96 STREET	EAST 97 STREET			ADDRESS	NEW YORK	N/A	Closed	08/06/2013 01:58:16 PM	07/23/2013 03:37:18 PM	11 MANHATTAN	MANHATTAN	40.7877971146	-73.9537368151
25998311	07/23/2013 01:16:25 PM		DOHMH	Department of Health and Mental Hygiene	Food Poisoning	3 or More	Food Cart Vendor	10453	301 WEST TREMONT AVENUE	WEST TREMONT AVENUE	METRO NORTH RAILROAD	MATTHEWSON ROAD			ADDRESS	BRONX	N/A	Open	09/05/2013 01:11:01 PM	07/23/2013 03:21:11 PM	05 BRONX	BRONX	40.8537426178	-73.9202288435
25997653	07/23/2013 01:06:18 PM	07/23/2013 03:40:44 PM	DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	10025	1131 AMSTERDAM AVENUE	AMSTERDAM AVENUE	WEST 115 STREET	WEST 116 STREET			ADDRESS	NEW YORK	N/A	Closed	08/06/2013 01:06:18 PM	07/23/2013 03:40:29 PM	09 MANHATTAN	MANHATTAN	40.8065326565	-73.9612480569
25994796	07/23/2013 12:50:44 PM		DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	10036					WEST   42 STREET	8 AVENUE	INTERSECTION	NEW YORK	N/A	Open	09/06/2013 12:50:44 PM	08/01/2013 02:06:25 PM	04 MANHATTAN	MANHATTAN	40.7572323048	-73.9897921905
25997654	07/23/2013 11:05:44 AM	07/23/2013 11:31:06 AM	DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	10036	695 9 AVENUE	9 AVENUE	WEST 47 STREET	WEST 48 STREET			ADDRESS	NEW YORK	N/A	Closed	08/06/2013 11:05:44 AM	07/23/2013 11:30:53 AM	04 MANHATTAN	MANHATTAN	40.7620356264	-73.9900188725
25990980	07/22/2013 10:38:16 PM		DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	10021					EAST   74 STREET	1 AVENUE	INTERSECTION	NEW YORK	N/A	Open	09/05/2013 10:38:16 PM	07/23/2013 09:24:01 AM	08 MANHATTAN	MANHATTAN	40.7691196981	-73.9550386294
25988057	07/22/2013 10:28:01 PM		DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Other (Explain Below)	11694					BEACH  116 STREET	ROCKAWAY BEACH BOULEVARD	INTERSECTION	ROCKAWAY PARK	N/A	Open	09/05/2013 10:28:01 PM	07/23/2013 09:23:02 AM	14 QUEENS	QUEENS	40.5798131216	-73.8371988186
25990763	07/22/2013 09:15:05 PM	08/01/2013 02:01:14 PM	DOHMH	Department of Health and Mental Hygiene	Food Poisoning	3 or More	Restaurant/Bar/Deli/Bakery	10034	4797 BROADWAY	BROADWAY	CUMMING STREET	ACADEMY STREET			ADDRESS	NEW YORK	N/A	Closed	08/05/2013 09:15:05 PM	08/01/2013 02:00:49 PM	12 MANHATTAN	MANHATTAN	40.8661248198	-73.9256227223
25991066	07/22/2013 08:34:14 PM		DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Other (Explain Below)	11226					NOSTRAND AVENUE	CHURCH AVENUE	INTERSECTION	BROOKLYN	N/A	Open	09/05/2013 08:34:14 PM	07/23/2013 09:21:38 AM	17 BROOKLYN	BROOKLYN	40.6508071817	-73.9495721239
25990764	07/22/2013 08:24:10 PM		DOHMH	Department of Health and Mental Hygiene	Food Poisoning	3 or More	Restaurant/Bar/Deli/Bakery	10013	1 ELIZABETH STREET	ELIZABETH STREET	BAYARD STREET	CANAL STREET			ADDRESS	NEW YORK	N/A	Open	09/05/2013 08:24:10 PM	08/01/2013 02:02:47 PM	03 MANHATTAN	MANHATTAN	40.7155371911	-73.9976191868
25986941	07/22/2013 07:09:37 PM	08/01/2013 02:02:21 PM	DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	10468	2448 JEROME AVENUE	JEROME AVENUE	EAST 184 STREET	EAST FORDHAM ROAD			ADDRESS	BRONX	N/A	Closed	08/05/2013 07:09:37 PM	08/01/2013 02:01:42 PM	05 BRONX	BRONX	40.8622668772	-73.9014554536
25986012	07/22/2013 06:57:12 PM		DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Restaurant/Bar/Deli/Bakery	11223	605 AVENUE Z	AVENUE Z	WEST 3 STREET	WEST 2 STREET			ADDRESS	BROOKLYN	N/A	Open	09/05/2013 06:57:12 PM	07/23/2013 09:00:16 AM	13 BROOKLYN	BROOKLYN	40.5860760593	-73.9715972348
25987016	07/22/2013 05:13:15 PM	08/01/2013 01:58:03 PM	DOHMH	Department of Health and Mental Hygiene	Food Poisoning	1 or 2	Other (Explain Below)	11372	75-07 37 AVENUE	37 AVENUE	75 STREET	76 STREET			ADDRESS	JACKSON HEIGHTS	N/A	Closed	08/05/2013 05:13:15 PM	08/01/2013 01:57:49 PM	03 QUEENS	QUEENS	40.7490893292	-73.8906403443
