ID,Business Name,Trade Name,Industry,License Number,Full Address,Address Building,Address Street Name,City,State,ZIP Code,Borough,Address Location,Phone Number
65081,M.R. KING PAWN SHOP INC, ,PAWNBROKER,1424128,"230 BROOK AVE, BRONX, NY 10454",230,BROOK AVE,BRONX,NY,10454,Bronx, ,(718) 618-7154
65158,ROCKAWAY GOLD BUYERS INC, ,PAWNBROKER,1424410,"10705 ROCKAWAY BLVD, OZONE PARK, NY 11417",10705,ROCKAWAY BLVD,OZONE PARK,NY,11417,Queens, ,(917) 309-1205
65242,"SP GOLD TRADE, INC", ,PAWNBROKER,1424649,"2695 CONEY ISLAND AVE, BROOKLYN, NY 11235",2695,CONEY ISLAND AVE,BROOKLYN,NY,11235,Brooklyn, ,(718) 379-9000
65265,E Z PAWN CORP, ,PAWNBROKER,1424735,"2641 ATLANTIC AVE, BROOKLYN, NY 11207",2641,ATLANTIC AVE,BROOKLYN,NY,11207,Brooklyn, ,(212) 828-0200
65283,"CANTERINO, FRANK",STATEN ISLAND PAWN BROKERS,PAWNBROKER,1424804,"515 MORNINGSTAR RD, STATEN ISLAND, NY 10303",515,MORNINGSTAR RD,STATEN ISLAND,NY,10303,Staten Island, ,(718) 556-5500
65325,"KINGS CLASS PAWN SHOP, INC", ,PAWNBROKER,1424959,"468 PORT RICHMOND AVE, STATEN ISLAND, NY 10302",468,PORT RICHMOND AVE,STATEN ISLAND,NY,10302,Staten Island, ,(347) 743-1050
65364,"BRONX GOLD BUYERS, INC", ,PAWNBROKER,1425083,"710 LYDIG AVE, BRONX, NY 10462",710,LYDIG AVE,BRONX,NY,10462,Bronx, ,(718) 829-2211
65444,OWL FINANCIAL GROUP LLC, ,PAWNBROKER,1425332,"589 5TH AVE, NEW YORK, NY 10017",589,5TH AVE,NEW YORK,NY,10017,Manhattan,STE 909,(212) 315-1250
65723,LIBERGI INC, ,PAWNBROKER,1426363,"1258A FLATBUSH AVE, BROOKLYN, NY 11226",1258A,FLATBUSH AVE,BROOKLYN,NY,11226,Brooklyn, ,(347) 240-3055
65894,NY GOLD BUYER CORP, ,PAWNBROKER,1427186,"172-02 JAMAICA AVE, QUEENS, NY 11432",172-02,JAMAICA AVE,QUEENS,NY,11432,Queens, ,(718) 262-8100
65948,"G'S JEWELRY, INC", ,PAWNBROKER,1427353,"3938 62ND ST, WOODSIDE, NY 11377",3938,62ND ST,WOODSIDE,NY,11377,Queens, ,(347) 282-8925
65956,"ALPHA & OMEGA JEWELRY & ANTIQUES MARKET, INC", ,PAWNBROKER,1427411,"966 SOUTHERN BLVD, BRONX, NY 10459",966,SOUTHERN BLVD,BRONX,NY,10459,Bronx, ,(718) 842-3500
66006,"EASY PAWN OF NY, INCL.", ,PAWNBROKER,1427648,"580 5TH AVE, NEW YORK, NY 10036",580,5TH AVE,NEW YORK,NY,10036,Manhattan,STE 721,(212) 575-4653
66070,UPAWN LTD, ,PAWNBROKER,1427885,"744 UTICA AVE, BROOKLYN, NY 11203",744,UTICA AVE,BROOKLYN,NY,11203,Brooklyn, ,(631) 741-3967
66127,LVL GROUP INC,GOLD  BUYERS CLUB AND JEWELERS,PAWNBROKER,1428147,"9918 METROPOLITAN AVE, FOREST HILLS, NY 11375",9918,METROPOLITAN AVE,FOREST HILLS,NY,11375,Queens, ,(718) 544-2000
66188,MADISON AVE LOAN COMPANY INC., ,PAWNBROKER,1428349,"555 MADISON AVE, NEW YORK, NY 10022",555,MADISON AVE,NEW YORK,NY,10022,Manhattan,31 FL,(718) 793-4088
66221,QUICK CASH OF EAST GUN HILL LLC, ,PAWNBROKER,1428456,"15 E GUN HILL RD, BRONX, NY 10467",15,E GUN HILL RD,BRONX,NY,10467,Bronx, ,(646) 772-0471
66357,LIERGI INC, ,PAWNBROKER,1428965,"415 JERSEY ST, STATEN ISLAND, NY 10301",415,JERSEY ST,STATEN ISLAND,NY,10301,Staten Island, ,(718) 815-7296
66565,GENERATION JEWELERS LLC,THE GOLD STANDARD,PAWNBROKER,1429978,"5607 MYRTLE AVE, RIDGEWOOD, NY 11385",5607,MYRTLE AVE,RIDGEWOOD,NY,11385,Queens, ,(516) 513-0830
66730,MAHA EXPO CORP,BOLLYWOOD WORLD,PAWNBROKER,1430553,"19707 JAMAICA AVE, HOLLIS, NY 11423",19707,JAMAICA AVE,HOLLIS,NY,11423,Queens, ,(718) 217-4292
66741,JAY D'S PAWNBROKERS INC,D'S PRESTAMOS PEPE,PAWNBROKER,1430597,"3449 A BROADWAY, NEW YORK, NY 10031",3449 A,BROADWAY,NEW YORK,NY,10031,Manhattan, ,(212) 281-0005
66772,TC4G INC, ,PAWNBROKER,1430759,"695 ST NICHOLAS AVE, NEW YORK, NY 10030",695,ST NICHOLAS AVE,NEW YORK,NY,10030,Manhattan, ,(516) 216-9377
66778,IDEAL WORLD TRADING CORP, ,PAWNBROKER,1430804,"1810 MCDONALD AVE, BROOKLYN, NY 11223",1810,MCDONALD AVE,BROOKLYN,NY,11223,Brooklyn, ,(347) 576-3838
66809,WALL STREET GOLD BUYERS NYC CORP, ,PAWNBROKER,1430922,"6617 WOODHAVEN BLVD, REGO PARK, NY 11374",6617,WOODHAVEN BLVD,REGO PARK,NY,11374,Queens, ,(917) 848-4737
66829,ULTIMATE JEWELRY INC, ,PAWNBROKER,1431016,"2190 PITKIN AVE, BROOKLYN, NY 11207",2190,PITKIN AVE,BROOKLYN,NY,11207,Brooklyn, ,(646) 773-0175
66960,"GENERATION JEWELERS, LLC",THE GOLD STANDARD,PAWNBROKER,1431604,"5002 5TH AVE, BROOKLYN, NY 11220",5002,5TH AVE,BROOKLYN,NY,11220,Brooklyn,5002-5004 5TH AVE,(516) 513-0830
67068,PYJT TRADING CORP,NOSTRAND BROKERS,PAWNBROKER,1432111,"3670 NOSTRAND AVE, BROOKLYN, NY 11229",3670,NOSTRAND AVE,BROOKLYN,NY,11229,Brooklyn, ,(718) 646-7296
67159,GP PAWN BROKER INC, ,PAWNBROKER,1432552,"28 E MOUNT EDEN AVE, BRONX, NY 10452",28,E MOUNT EDEN AVE,BRONX,NY,10452,Bronx, ,(646) 314-7556
67199,SEAPORT DIAMOND & JEWELRY ENTERPRISE INC, ,PAWNBROKER,1432732,"50 FULTON STREET, NEW YORK, NY 10038",50,FULTON STREET,NEW YORK,NY,10038,Manhattan, ,(347) 553-3062
67222,"A AND E PAWN BROKERS, CORP", ,PAWNBROKER,1432843,"690 ALLERTON AVE, BRONX, NY 10467",690,ALLERTON AVE,BRONX,NY,10467,Bronx,STORE# 6B,(347) 213-5654
67281,P&S PAWN INC,PAWN & SELL PAWNBROKERS,PAWNBROKER,1433155,"20406 HILLSIDE AVE, HOLLIS, NY 11423",20406,HILLSIDE AVE,HOLLIS,NY,11423,Queens, ,(718) 726-7296
67299,WESTCHESTER PAWNBROKER II INC., ,PAWNBROKER,1433223,"1511 WESTCHESTER AVE, BRONX, NY 10472",1511,WESTCHESTER AVE,BRONX,NY,10472,Bronx, ,(718) 328-0730
67594,"YAIR USA, INC", ,PAWNBROKER,1434321,"16712 HILLSIDE AVE, JAMAICA, NY 11432",16712,HILLSIDE AVE,JAMAICA,NY,11432,Queens, ,(917) 682-5552
67978,"MILANO FINE JEWELRY, INC.", ,PAWNBROKER,1435582,"650 MANHATTAN AVE, BROOKLYN, NY 11222",650,MANHATTAN AVE,BROOKLYN,NY,11222,Brooklyn, ,(718) 383-6203
67983,"LLAVERIAS, MELVIN",KEVIN'S PAWN SHOP,PAWNBROKER,1435590,"272 E 198TH ST, BRONX, NY 10458",272,E 198TH ST,BRONX,NY,10458,Bronx, ,(917) 418-5997
67997,"NAMAT, INC.", ,PAWNBROKER,1435655,"36 W 47TH ST, NEW YORK, NY 10036",36,W 47TH ST,NEW YORK,NY,10036,Manhattan,SUITE M100,(718) 658-0569
68065,BL2 INC, ,PAWNBROKER,1435947,"767 3RD AVE, NEW YORK, NY 10017",767,3RD AVE,NEW YORK,NY,10017,Manhattan, ,(202) 736-8094
68081,"KAND ENTERPRISE, CORP.", ,PAWNBROKER,1435978,"6755 WOODHAVEN BLVD, REGO PARK, NY 11374",6755,WOODHAVEN BLVD,REGO PARK,NY,11374,Queens, ,(718) 880-1640
68106,GEM FINANCIAL SERVICES INC,GEM PAWNBROKERS,PAWNBROKER,1436078,"964 FLATBUSH AVE, BROOKLYN, NY 11226",964,FLATBUSH AVE,BROOKLYN,NY,11226,Brooklyn, ,(718) 596-5626
68137,M&J GOLD BUYERS INC,INTERNATIONAL GOLD GROUP,PAWNBROKER,1436161,"210 UTICA AVE, BROOKLYN, NY 11213",210,UTICA AVE,BROOKLYN,NY,11213,Brooklyn, ,(718) 928-6518
68166,MARK'S PAWN SHOP LLC, ,PAWNBROKER,1436233,"75 W 47TH ST, NEW YORK, NY 10036",75,W 47TH ST,NEW YORK,NY,10036,Manhattan,BTH 10,(212) 391-6637
68238,1904 PALM JEWELRY INC, ,PAWNBROKER,1436529,"1904 CHURCH AVE, BROOKLYN, NY 11226",1904,CHURCH AVE,BROOKLYN,NY,11226,Brooklyn, ,(718) 284-7699
68445,MGB MINING INC,PAWNBANC,PAWNBROKER,1437206,"579 FIFTH AVE, NEW YORK, NY 10017",579,FIFTH AVE,NEW YORK,NY,10017,Manhattan,1220,(212) 688-2800
68692,"AMERICAN GOLD REFINERY, INC.", ,PAWNBROKER,1437999,"31 W 47TH ST, NEW YORK, NY 10036",31,W 47TH ST,NEW YORK,NY,10036,Manhattan,STE 504,(212) 391-1012
68714,ROYAL PAWN SHOP INC, ,PAWNBROKER,1438095,"3449A BROADWAY, NEW YORK, NY 10031",3449A,BROADWAY,NEW YORK,NY,10031,Manhattan, ,(212) 398-4386
68783,GOLD CROWN PAWN INC., ,PAWNBROKER,1438363,"37 W 47TH ST, NEW YORK, NY 10036",37,W 47TH ST,NEW YORK,NY,10036,Manhattan,BOOTH 5 & 6,(212) 840-8808
68868,"DZHEMALI, KHUDASHVILI",NEW YORK GOLD AND DIAMOND BUYER,PAWNBROKER,1438609,"45 W 47TH ST, NEW YORK, NY 10036",45,W 47TH ST,NEW YORK,NY,10036,Manhattan,STE 203,(212) 575-5630
68875,TOP GOLD BUYERS INC, ,PAWNBROKER,1438627,"942 E GUN HILL RD, BRONX, NY 10469",942,E GUN HILL RD,BRONX,NY,10469,Bronx, ,(347) 945-3399
68983,RGA JEWELRY PAWNSHOP NEW INC, ,PAWNBROKER,1439014,"1721 LEXINGTON AVE, NEW YORK, NY 10029",1721,LEXINGTON AVE,NEW YORK,NY,10029,Manhattan, ,(212) 348-6106
69362,GEM FINANCIAL SERVICES INC,GEM PAWNBROKERS,PAWNBROKER,1440390,"2199 WESTCHESTER AVE, BRONX, NY 10462",2199,WESTCHESTER AVE,BRONX,NY,10462,Bronx,GROUND FL,(718) 596-5626
69465,"MASHKABOV, RUBIN",RUBIN'S WATCH AND JEWELRY REPAIR,PAWNBROKER,1440865,"15340 HILLSIDE AVE, JAMAICA, NY 11432",15340,HILLSIDE AVE,JAMAICA,NY,11432,Queens, ,(718) 658-4572
69506,24 HOURS FAST CASH PAWN SHOP I INC, ,PAWNBROKER,1441039,"107A DYCKMAN ST, NEW YORK, NY 10040",107A,DYCKMAN ST,NEW YORK,NY,10040,Manhattan, ,(212) 304-2500
69626,FAST CASH 2011 INC, ,PAWNBROKER,1441464,"91 GUYON AVE, STATEN ISLAND, NY 10306",91,GUYON AVE,STATEN ISLAND,NY,10306,Staten Island,1 FL,(718) 668-9200
69780,CASH EMPIRE LLC,CASH EMPIRE,PAWNBROKER,1442122,"2120 NOSTRAND AVE, BROOKLYN, NY 11210",2120,NOSTRAND AVE,BROOKLYN,NY,11210,Brooklyn, ,(718) 576-6900
69934,LENOX GOLD MARKET CORP, ,PAWNBROKER,1442882,"475 LENOX AVE, NEW YORK, NY 10037",475,LENOX AVE,NEW YORK,NY,10037,Manhattan, ,(212) 690-2900
69961,S.Y.U. PAWN OF NY CORP, ,PAWNBROKER,1442981,"55 W 47TH ST, NEW YORK, NY 10036",55,W 47TH ST,NEW YORK,NY,10036,Manhattan,BOOTH 370,(212) 302-7817
69968,PAWN RITE - 2084A LINDEN BLVD LLC, ,PAWNBROKER,1442992,"2084A LINDEN BLVD, BROOKLYN, NY 11207",2084A,LINDEN BLVD,BROOKLYN,NY,11207,Brooklyn, ,(718) 919-2200
69971,PAWN RITE 111-02 SUTPHIN BLVD LLC, ,PAWNBROKER,1442997,"11102 SUTPHIN BLVD, JAMAICA, NY 11435",11102,SUTPHIN BLVD,JAMAICA,NY,11435,Queens, ,(718) 919-2200
69973,PAWN RITE 2209 CHURCH AVE LLC, ,PAWNBROKER,1443006,"2209 CHURCH AVE, BROOKLYN, NY 11226",2209,CHURCH AVE,BROOKLYN,NY,11226,Brooklyn, ,(718) 919-2200
69974,"PAWN RITE - 214-50 JAMAICA AVE., LLC", ,PAWNBROKER,1443010,"21450 JAMAICA AVE, QUEENS VILLAGE, NY 11428",21450,JAMAICA AVE,QUEENS VILLAGE,NY,11428,Queens, ,(718) 919-2200
70124,WALL STREET GOLD BUYERS NYC CORP, ,PAWNBROKER,1443804,"1689 FLATBUSH AVE, BROOKLYN, NY 11210",1689,FLATBUSH AVE,BROOKLYN,NY,11210,Brooklyn, ,(917) 848-4737
70188,EMPIRE GOLD & PAWN OF QV INC, ,PAWNBROKER,1444082,"21874 HEMPSTEAD AVE, QUEENS VILLAGE, NY 11429",21874,HEMPSTEAD AVE,QUEENS VILLAGE,NY,11429,Queens, ,(718) 564-9706
70190,EMPIRE GOLD & PAWN OF QV II INC., ,PAWNBROKER,1444088,"49 HUGH GRANT CIRCLE, BRONX, NY 10462",49,HUGH GRANT CIRCLE,BRONX,NY,10462,Bronx, ,(718) 564-9706
70193,GOLD RAIN INC,PAWN,PAWNBROKER,1444097,"2912 GLENWOOD RD, BROOKLYN, NY 11210",2912,GLENWOOD RD,BROOKLYN,NY,11210,Brooklyn, ,(347) 240-7307
70282,"NAMAT, INC", ,PAWNBROKER,1444475,"71 W 47TH ST, NEW YORK, NY 10036",71,W 47TH ST,NEW YORK,NY,10036,Manhattan,STE 200,(718) 658-0569
70324,AL & AVI'S UNDERGROUND BARBER SHOP INC.,AL'S GOLD BUYERS,PAWNBROKER,1444785,"1308 FLATBUSH AVE, BROOKLYN, NY 11210",1308,FLATBUSH AVE,BROOKLYN,NY,11210,Brooklyn, ,(347) 561-0919
70373,BEST BUY GOLD LLC,GOLD BUYERS,PAWNBROKER,1444958,"2428 RALPH AVE, BROOKLYN, NY 11234",2428,RALPH AVE,BROOKLYN,NY,11234,Brooklyn, ,(718) 513-3799
70390,EXPRESS BUYERS INC, ,PAWNBROKER,1445020,"23 W  47 ST, NEW YORK, NY 10036",23,W  47 ST,NEW YORK,NY,10036,Manhattan,STE  1,(212) ???-????
70411,"AMOROS, MARJORY",GRAND JEWELRY PAWNSHOP,PAWNBROKER,1445106,"2155 GRAND CONCOURSE, BRONX, NY 10453",2155,GRAND CONCOURSE,BRONX,NY,10453,Bronx,STORE# 2,(718) 450-8990
70590,ALLAN'S HOUSEHOLD INC, ,PAWNBROKER,1445838,"281 NEPTUNE AVE, BROOKLYN, NY 11235",281,NEPTUNE AVE,BROOKLYN,NY,11235,Brooklyn, ,(718) 640-0777
70947,"FRANKIE'S 5 ANGELS VARIETY STORE, LLC", ,PAWNBROKER,1447253,"1362 ST JOHNS PLACE, BROOKLYN, NY 11213",1362,ST JOHNS PLACE,BROOKLYN,NY,11213,Brooklyn, ,(347) 413-6003
71056,CIRILO GUZMAN,JOYERIA ELIZABETH III,PAWNBROKER,1447553,"2521 WEBSTER AVE, BRONX, NY 10458",2521,WEBSTER AVE,BRONX,NY,10458,Bronx, ,(718) 584-4101
71165,EMPIRE GOLD & PAWN OF BX INC, ,PAWNBROKER,1447924,"1054 SOUTHERN BLVD, BRONX, NY 10459",1054,SOUTHERN BLVD,BRONX,NY,10459,Bronx, ,(718) 546-9706
71264,EMPIRE GOLD & PAWN OF CH INC, ,PAWNBROKER,1448353,"23416 LINDEN BLVD, CAMBRIA HEIGHTS, NY 11411",23416,LINDEN BLVD,CAMBRIA HEIGHTS,NY,11411,Queens, ,(718) 564-9706
71305,MASTER JEWELRY CORP., ,PAWNBROKER,1448486,"1542 FLATBUSH AVE, BROOKLYN, NY 11210",1542,FLATBUSH AVE,BROOKLYN,NY,11210,Brooklyn, ,(718) 859-9095
71400,LP EXECUTIVE LOANS INC, ,PAWNBROKER,1448820,"10 WEST 47TH ST, NEW YORK, NY 10036",10,WEST 47TH ST,NEW YORK,NY,10036,Manhattan,UNIT 1502,(516) 423-9559
71531,IS IN PAWN CORP, ,PAWNBROKER,1449180,"2619 86TH ST, BROOKLYN, NY 11223",2619,86TH ST,BROOKLYN,NY,11223,Brooklyn, ,(718) 339-4653
71556,GA PAWNSHOP LTD, ,PAWNBROKER,1449254,"3817 DYRE AVE, BRONX, NY 10466",3817,DYRE AVE,BRONX,NY,10466,Bronx,GROUND,(212) 281-6577
71591,SEAPOD CAPITAL GROUP LLC,SEAPOD PAWNBROKERS,PAWNBROKER,1449346,"7907 JAMAICA AVE, WOODHAVEN, NY 11421",7907,JAMAICA AVE,WOODHAVEN,NY,11421,Queens,1ST FL,(718) 827-2673
71890,"YASHAYEV, YAKUB",YAKUB'S SECOND HAND MARKET AND RESTORATION,PAWNBROKER,1450104,"10202 JAMAICA AVE, RICHMOND HILL, NY 11418",10202,JAMAICA AVE,RICHMOND HILL,NY,11418,Queens, ,(646) 344-9963
72268,UTICA PAWN CORP, ,PAWNBROKER,1450969,"407 UTICA AVE, BROOKLYN, NY 11213",407,UTICA AVE,BROOKLYN,NY,11213,Brooklyn,STORE B,(347) 553-3062
72275,"QUICK CASH OF FLATBUSH & LENOX RD 11, LLC", ,PAWNBROKER,1450978,"999A RUTLAND RD, BROOKLYN, NY 11212",999A,RUTLAND RD,BROOKLYN,NY,11212,Brooklyn, ,(718) 287-2274
72407,"SHIMONOV, ROMAN", ,PAWNBROKER,1451293,"74 W 47 ST, NEW YORK, NY 10036",74,W 47 ST,NEW YORK,NY,10036,Manhattan,SUITE 302,(718) 496-9394
72417,G.M. JEWELRY INC, ,PAWNBROKER,1451313,"3112 23 AVE, ASTORIA, NY 11105",3112,23 AVE,ASTORIA,NY,11105,Queens, ,(212) 764-2299
72526,368 PAWNBROKERS INC, ,PAWNBROKER,1451557,"368 E 149TH ST, BRONX, NY 10455",368,E 149TH ST,BRONX,NY,10455,Bronx, ,(347) 297-8975
72591,CITYWIDE PAWN INC., ,PAWNBROKER,1451691,"1316 41 ST, BROOKLYN, NY 11218",1316,41 ST,BROOKLYN,NY,11218,Brooklyn, ,(718) 633-7296
72689,VARIETY PAWN INC, ,PAWNBROKER,1451901,"1825 CONEY ISLAND AVE, BROOKLYN, NY 11230",1825,CONEY ISLAND AVE,BROOKLYN,NY,11230,Brooklyn,2ND FL,(718) 951-6865
72752,LION DIAMONDS GROUP INC,DIAMOND BUYER NYC INC,PAWNBROKER,1452071,"580 5TH AVE, NEW YORK, NY 10036",580,5TH AVE,NEW YORK,NY,10036,Manhattan,MEZZANINI D,(917) 776-6015
72783,EDDI GOLD BUYER LTD, ,PAWNBROKER,1452150,"2351 2ND AVE, NEW YORK, NY 10035",2351,2ND AVE,NEW YORK,NY,10035,Manhattan, ,(212) 360-6934
73041,"BLCE, LLC",NEW YORK LOAN COMPANY,PAWNBROKER,1452658,"50 W 47TH ST, NEW YORK, NY 10036",50,W 47TH ST,NEW YORK,NY,10036,Manhattan,STE 3B,(310) 275-2555
73046,BORIS & SON FORTUNE CORP, ,PAWNBROKER,1452669,"2250 WHITE PLAINS ROAD, BRONX, NY 10467",2250,WHITE PLAINS ROAD,BRONX,NY,10467,Bronx, ,(347) 471-6767
73132,GOLDEN DREAMS JEWELRY LLC,GOLDEN DREAMS,PAWNBROKER,1452864,"183 WEST  231TH ST, BRONX, NY 10463",183,WEST  231TH ST,BRONX,NY,10463,Bronx, ,(718) 796-0787
73237,GURNEY OF QUEENS INC,AJ'S JEWELRY,PAWNBROKER,1453075,"5744 MYRTLE AVE, RIDGEWOOD, NY 11385",5744,MYRTLE AVE,RIDGEWOOD,NY,11385,Queens, ,(718) 628-4499
73243,EXPANDING INC, ,PAWNBROKER,1453093,"575 LEXINGTON AVE, NEW YORK, NY 10022",575,LEXINGTON AVE,NEW YORK,NY,10022,Manhattan,4TH FLOOR,(866) 853-6080
73277,"ALIYEV, AKIF", ,PAWNBROKER,1453154,"229 BRIGHTON BEACH AVE, BROOKLYN, NY 11235",229,BRIGHTON BEACH AVE,BROOKLYN,NY,11235,Brooklyn,1ST FL,(718) 769-3333
73395,K&M WHOLESALE CORP, ,PAWNBROKER,1453391,"2993 FULTON STREET, BROOKLYN, NY 11208",2993,FULTON STREET,BROOKLYN,NY,11208,Brooklyn,REAR STORE,(718) 647-0804
73635,RAINBOW 2 LAUNDRY INC, ,PAWNBROKER,1453905,"1735 PITKIN AVE, BROOKLYN, NY 11212",1735,PITKIN AVE,BROOKLYN,NY,11212,Brooklyn, ,(718) 744-4345
73723,VIRUS LLC, ,PAWNBROKER,1454194,"954 3RD AVE, BROOKLYN, NY 11232",954,3RD AVE,BROOKLYN,NY,11232,Brooklyn,1ST FLOOR,(917) 329-0952
73746,"SUTTONS OF LONDON, INC",SUTTONS & ROBERTSONS,PAWNBROKER,1454255,"875 THIRD AVE, NEW YORK, NY 10022",875,THIRD AVE,NEW YORK,NY,10022,Manhattan,1FL,(610) 640-5923
73814,BOSS MAN JEWELRY SHOP CORP, ,PAWNBROKER,1454469,"2018 CHURCH AVENUE, BROOKLYN, NY 11226",2018,CHURCH AVENUE,BROOKLYN,NY,11226,Brooklyn, ,(718) 287-4140
73861,"PREMIER NY OPERATING CO, LLC",PREMIER PAWN AND JEWELRY,PAWNBROKER,1454603,"937 BROADWAY, BROOKLYN, NY 11211",937,BROADWAY,BROOKLYN,NY,11211,Brooklyn, ,(512) 314-3465
74125,"GOLD HOUSE BUYERS REFINERY, INC.", ,PAWNBROKER,1455265,"29 W 47TH ST, NEW YORK, NY 10036",29,W 47TH ST,NEW YORK,NY,10036,Manhattan,STORE 16-17,(212) 302-2194
74447,V & R MAGIC ENTERPRISE LTD, ,PAWNBROKER,1456025,"918B FLATBUSH AVE, BROOKLYN, NY 11226",918B,FLATBUSH AVE,BROOKLYN,NY,11226,Brooklyn, ,(718) 693-2090
74832,MISS VIOLET HOLDING CORP,FEDERAL PAWN BROKERS,PAWNBROKER,1457919,"64 W 48TH ST, NEW YORK, NY 10036",64,W 48TH ST,NEW YORK,NY,10036,Manhattan,2 FL,(212) 869-8762
74924,"DIAMOND JEWELRY 111, INC", ,PAWNBROKER,1458223,"42 W FORDHAM RD, BX, NY 10468",42,W FORDHAM RD,BX,NY,10468,Bronx, ,(718) 220-5355
74980,KPM GOLD & GEM LLC,PAWN SHOP,PAWNBROKER,1458386,"10509 CROSSBAY BLVD, OZONE PARK, NY 11417",10509,CROSSBAY BLVD,OZONE PARK,NY,11417,Queens, ,(646) 945-9330
74988,KPM GOLD & GEM LLC,PAWN SHOP,PAWNBROKER,1458395,"58-03 METROPOLITAN AVE, RIDGEWOOD, NY 11385",58-03,METROPOLITAN AVE,RIDGEWOOD,NY,11385,Queens, ,(646) 945-9330
74989,KPM GOLD & GEM LLC,PAWN SHOP,PAWNBROKER,1458397,"46-19 GREENPOINT AVE, SUNNYSIDE, NY 11104",46-19,GREENPOINT AVE,SUNNYSIDE,NY,11104,Queens, ,(646) 945-9330
75001,KING GOLD & PAWN INC, ,PAWNBROKER,1458432,"939B PENNSYLVANIA AVE, BROOKLYN, NY 11207",939B,PENNSYLVANIA AVE,BROOKLYN,NY,11207,Brooklyn, ,(646) 202-1612
75070,GOLD PLUS REFINING CORP., ,PAWNBROKER,1458600,"71 W 47TH ST, NEW YORK, NY 10036",71,W 47TH ST,NEW YORK,NY,10036,Manhattan,ST 605,(212) 278-8251
75132,S.J.J. 2 INC.,BIG JAKES PAWNSHOP AND JEWELRY,PAWNBROKER,1458791,"386 E FORDHAM RD, BRONX, NY 10458",386,E FORDHAM RD,BRONX,NY,10458,Bronx, ,(718) 329-3750
75239,"PREMIER NY OPERATING CO, LLC",PREMIER PAWN AND JEWELRY,PAWNBROKER,1459152,"10602 NORTHERN BLVD, CORONA, NY 11368",10602,NORTHERN BLVD,CORONA,NY,11368,Queens, ,(406) 619-1922
75243,"KING GOLD & PAWN 11, INC", ,PAWNBROKER,1459160,"1236 BROADWAY, BROOKLYN, NY 11221",1236,BROADWAY,BROOKLYN,NY,11221,Brooklyn, ,(646) 202-1612
75296,KPM GOLD & GEM LLC,PAWN SHOP,PAWNBROKER,1459387,"3443 BAYCHESTER AVE, BRONX, NY 10469",3443,BAYCHESTER AVE,BRONX,NY,10469,Bronx, ,(646) 945-9330
75300,KPM GOLD & GEM LLC,PAWN SHOP,PAWNBROKER,1459395,"400 GUNHILL RD, BRONX, NY 10467",400,GUNHILL RD,BRONX,NY,10467,Bronx, ,(646) 945-9330
75309,KPM GOLD & GEM LLC, ,PAWNBROKER,1459426,"338 GUNHILL ROAD, BRONX, NY 10467",338,GUNHILL ROAD,BRONX,NY,10467,Bronx, ,(646) 945-9330
